"Rank","Geographic Area","Census_2010","Estimates Base","Jul_1_2010","Jul_1_2011","Jul_1_2012","Jul_1_2013","Jul_1_2014","Jul_1_2015","Jul_1_2016","Jul_1_2017","Jul_1_2018","Jul_1_2019","latitude","longitude"
216,"Elizabeth city, New Jersey","124,969",124973,125257,125792,126595,127278,127658,127661,127968,128175,128599,129216,40.6639916,-74.2107006
217,"Athens, Georgia","115,452",115387,116102,116928,118584,119566,119059,122213,123523,125409,125857,126913,33.9597677,-83.376398
218,"Thousand Oaks city, California","126,683",126490,126732,127325,127657,128224,128636,128632,128480,128229,127279,126813,34.17142715,-118.910587729744
219,"Lafayette city, Louisiana","120,623",121667,121836,122674,123587,124873,126036,126922,127221,126526,126371,126185,30.2240897,-92.0198427
220,"Simi Valley city, California","124,237",124242,124463,125019,125274,125868,126239,126123,125958,126107,125438,125613,34.2677404,-118.7538071
221,"Topeka city, Kansas","127,473",127630,127914,128228,128095,127725,127489,127396,126948,126517,125778,125310,39.049011,-95.677556
222,"Norman city, Oklahoma","110,925",110911,111402,113882,115600,118695,118228,120239,121974,123390,123844,124880,35.2225717,-97.4394816
223,"Fargo city, North Dakota","105,549",105625,106025,108142,110881,113739,115715,118093,120149,122420,124091,124662,46.877229,-96.789821
224,"Wilmington city, North Carolina","106,476",106456,106754,108141,109658,111686,113320,115050,118770,120836,122616,123744,34.2257282,-77.9447107
225,"Abilene city, Texas","117,063",117514,117805,118762,119853,119797,120648,121707,121883,122186,122775,123420,32.44645,-99.7475905
226,"Odessa city, Texas","99,940",99876,99817,102009,105908,110158,114430,118421,117159,116418,120037,123334,31.8457149,-102.367687
227,"Columbia city, Missouri","108,500",109044,109429,111514,113553,115440,117028,118570,120248,121539,122533,123195,38.951883,-92.3337366
228,"Pearland city, Texas","91,252",93117,94063,96271,99283,102832,106027,111267,115926,119312,121424,122460,29.5639758,-95.2864299
229,"Victorville city, California","115,903",115899,116278,117891,119831,120697,121087,121442,121725,121988,121952,122385,34.5361067,-117.2911565
230,"Hartford city, Connecticut","124,775",124765,125354,125434,125266,125128,124665,124311,123654,122888,122556,122105,41.7655582,-72.6906127614661
231,"Vallejo city, California","115,942",115914,116137,116709,117599,118550,119602,120477,120949,121546,121677,121692,38.1040864,-122.2566367
232,"Allentown city, Pennsylvania","118,032",118095,118113,118782,118878,118826,119167,120071,120420,121047,121537,121442,40.6022059,-75.4712794
233,"Berkeley city, California","112,580",112513,112889,113968,115309,116944,118697,120749,121547,122164,121663,121363,37.8753497,-122.239633649188
234,"Richardson city, Texas","99,223",99251,99581,101660,103695,105166,109134,110883,113910,116237,119878,121323,32.9481789,-96.7297206
235,"Arvada city, Colorado","106,433",106760,106917,108084,110229,111872,113692,115406,117710,118950,120421,121272,39.8005505,-105.0811573
236,"Ann Arbor city, Michigan","113,934",113988,114173,115539,116079,116820,118716,119884,120919,121493,121429,119980,42.2681569,-83.7312291
237,"Rochester city, Minnesota","106,769",106823,107047,108097,108916,110427,111198,112160,114051,115586,117047,118935,44.0234387,-92.4630182
238,"Cambridge city, Massachusetts","105,162",105148,105008,105884,107886,112036,112993,113471,115685,116869,118151,118927,42.3750997,-71.1056157
239,"Sugar Land city, Texas","78,817",107835,108403,109854,111277,113490,116807,118405,118784,118967,118777,118488,29.6196787,-95.6349463
240,"Lansing city, Michigan","114,297",114265,114321,114559,114661,114734,115093,115324,116569,117730,117931,118210,42.7337712,-84.5553805
241,"Evansville city, Indiana","117,429",120069,120091,120216,120266,120295,120153,119487,119004,118331,118060,117979,37.9747645,-87.5558483
242,"College Station city, Texas","93,857",94225,94666,95671,97761,100601,103469,108952,111068,114483,116035,117911,30.5955289,-96.3071042
243,"Fairfield city, California","105,321",105467,105598,106245,107497,109137,110727,112365,114456,115817,116678,117133,38.2493581,-122.039966
244,"Clearwater city, Florida","107,685",109139,109052,109204,109538,110279,111167,112939,114175,115482,116324,116946,27.9658533,-82.8001026
245,"Beaumont city, Texas","118,296",117278,117378,117908,117033,118068,117812,118603,118734,118953,117667,116825,30.0860459,-94.1018461
246,"Independence city, Missouri","116,830",116812,116891,116917,117318,117281,117505,117260,117268,117197,117017,116672,39.0924792,-94.4137923
247,"Provo city, Utah","112,488",112487,112923,115191,115559,116119,115378,114596,116627,117583,116630,116618,40.2338438,-111.6585337
248,"West Jordan city, Utah","103,712",103601,104023,106349,108086,109735,110416,111293,113325,113945,115610,116480,40.6096698,-111.9391031
249,"Murrieta city, California","103,466",103731,104229,105370,106509,107361,108037,109372,111492,112995,114715,116223,33.5777524,-117.188454202053
250,"Palm Bay city, Florida","103,190",104006,104138,104131,104819,105329,106237,108160,110289,112217,113854,115552,27.9591862,-80.6717409757269
251,"El Monte city, California","113,475",113531,113677,114101,114843,115414,115627,115824,115550,115514,115308,115487,34.0751571,-118.036849
252,"Carlsbad city, California","105,328",105328,105674,107460,108948,110665,111609,112662,113265,114477,115518,115382,33.1580933,-117.3505966
252,"North Charleston city, South Carolina","97,471",97579,97949,99898,101994,104050,106754,108597,109738,110820,113077,115382,32.9131295,-80.0629981965219
254,"Temecula city, California","100,097",100013,100703,102640,104295,106073,108671,111140,112402,113987,114614,114761,33.4946353,-117.1473661
255,"Clovis city, California","95,631",95980,96386,97557,98588,99631,101904,103828,106353,109316,111824,114584,36.8252277,-119.7029194
256,"Springfield city, Illinois","116,250",116996,117138,117786,117928,117633,117489,117221,116536,115771,114840,114230,39.7990175,-89.6439575
257,"Meridian city, Idaho","75,092",76986,77428,79723,82125,85086,89174,92144,96227,100539,106464,114161,43.6086295,-116.392326
258,"Westminster city, Colorado","106,114",106135,106434,107739,109083,110422,111517,112420,112984,112961,113227,113166,39.8366528,-105.0372046
259,"Costa Mesa city, California","109,960",110078,110221,111151,111790,112244,112485,112808,112933,113665,113302,113003,33.6633386,-117.903317
260,"High Point city, North Carolina","104,371",104526,104710,105823,106567,107573,108797,110232,111533,111746,112073,112791,35.9556924,-80.0053176
261,"Manchester city, New Hampshire","109,565",109549,109613,110281,110888,111008,111198,111275,111903,112235,112492,112673,42.9956397,-71.4547891
262,"Pueblo city, Colorado","106,595",106542,106755,107146,107476,107670,107823,108955,110118,111059,111725,112361,38.2544472,-104.609141
263,"Lakeland city, Florida","97,422",97270,97640,98834,99000,100326,102034,103550,105837,107712,110421,112136,28.0394654,-81.9498042
264,"Pompano Beach city, Florida","99,845",99839,100063,101756,102888,104183,105500,106937,109358,110354,111636,112118,26.2378597,-80.1247667
265,"West Palm Beach city, Florida","99,919",100665,100813,101498,102526,103420,104314,106850,108740,110328,111058,111955,26.715364,-80.0532942
266,"Antioch city, California","102,372",102745,103080,104193,105565,107351,109071,110308,111088,111494,111578,111502,38.0049214,-121.805789
267,"Everett city, Washington","103,019",102953,103173,103445,104436,105048,106460,107077,108931,110169,111088,111475,47.9673056,-122.2013998
268,"Downey city, California","111,772",111775,111785,112215,112582,112858,113091,113260,112896,112426,111915,111126,33.942215,-118.1235646
269,"Lowell city, Massachusetts","106,519",106525,106782,107774,108803,109757,110537,111142,111226,111738,111362,110997,42.6334247,-71.3161718
270,"Centennial city, Colorado","100,377",100635,100989,102508,104249,106634,107438,109120,109735,110388,110814,110937,39.602187,-104.79078572072
271,"Elgin city, Illinois","108,188",108219,108388,109225,109710,110149,111059,111992,112265,112103,111490,110849,42.03726,-88.2810994
272,"Richmond city, California","103,701",103255,103631,104882,106023,107083,107921,109062,109663,109860,110189,110567,37.9357576,-122.347748
273,"Peoria city, Illinois","115,007",115150,114980,115426,115798,116646,115955,115183,114227,112618,111449,110417,40.6938609,-89.5891008
274,"Broken Arrow city, Oklahoma","98,850",98837,99246,100199,102179,103603,104944,106842,107884,108395,109068,110198,36.0525993,-95.7908195
275,"Miami Gardens city, Florida","107,167",107163,107516,108859,110056,110842,110943,111561,111884,112220,111144,110001,25.9420377,-80.2456045
276,"Billings city, Montana","104,170",104284,104509,105458,106765,108561,108434,109599,109620,109797,109444,109577,45.7874957,-108.49607
277,"Jurupa Valley city, California","(X)",94986,95590,97195,98350,99469,100080,101460,103240,105760,108314,109527,33.9798472,-117.4515754
278,"Sandy Springs city, Georgia","93,853",93826,94275,96677,98882,99377,101371,104789,105578,106634,108846,109452,33.9242688,-84.3785379
279,"Gresham city, Oregon","105,594",105639,106008,107720,108779,109221,110029,110378,111762,111243,109808,109381,45.4997475,-122.4309766
280,"Lewisville city, Texas","95,290",95459,95930,97636,99703,101156,102963,103956,105030,106439,106938,109212,33.046233,-96.994174
281,"Hillsboro city, Oregon","91,611",92265,92559,94274,96343,98160,99827,102550,105374,107433,108201,109128,45.5228939,-122.989827
282,"San Buenaventura (Ventura) city, California","106,433",107217,107435,108306,109002,109339,109535,109668,109893,110093,110731,109106,34.3640573,-119.311015948669
283,"Greeley city, Colorado","92,889",92950,93308,94466,95597,96848,99055,101763,104751,106780,107475,108649,40.4233142,-104.7091322
284,"Inglewood city, California","109,673",109649,109658,110501,110866,110954,110840,110693,110271,109907,109038,108151,33.9562003,-118.353132
285,"Waterbury city, Connecticut","110,366",110309,110350,110074,110019,109733,109524,108993,108453,108277,108123,107568,41.5538091,-73.0438362
286,"League City city, Texas","83,560",83584,84096,86278,88242,90790,94121,97860,101669,104442,106005,107536,29.5074538,-95.0949303
287,"Santa Maria city, California","99,553",99596,99689,100293,101116,102057,103021,104462,105811,106298,107218,107263,34.9531295,-120.4358577
288,"Tyler city, Texas","96,900",96852,97140,98015,98941,99730,101557,102712,103904,104738,105668,106985,32.3512601,-95.3010624
289,"Davie town, Florida","91,992",91950,92315,94455,95776,97599,99179,101229,103255,105136,106131,106306,35.9281694,-80.5932117
290,"Daly City city, California","101,123",101116,101262,102460,103915,104980,105887,106538,106882,106733,106869,106280,37.6904826,-122.47267
291,"Boulder city, Colorado","97,385",97612,97752,100137,101160,102719,104451,106742,107128,106447,106008,105673,35.9796662,-114.8390115
292,"Allen city, Texas","84,246",84273,84921,87680,89812,92173,94215,98344,99742,101214,103577,105623,33.1031744,-96.6705503
293,"West Covina city, California","106,098",106108,106123,106721,107082,107348,107447,107540,107437,106942,105964,105101,34.0471735,-117.896324265049
294,"Sparks city, Nevada","90,264",91117,91237,91616,92406,93317,94561,95759,98068,100048,103979,105006,39.5404679,-119.7487235
295,"Wichita Falls city, Texas","104,553",104682,104790,103966,104628,104948,105208,103892,104075,104325,104356,104683,33.9137085,-98.4933873
296,"Green Bay city, Wisconsin","104,057",103882,103946,104302,104621,104593,104635,104792,104721,104977,104833,104578,44.5126379,-88.0125794
297,"San Mateo city, California","97,207",97195,97383,98518,99816,101323,102695,103509,104357,104389,104885,104430,37.496904,-122.3330573
298,"Norwalk city, California","105,549",105549,105544,105903,105976,106122,106189,106237,105844,105466,104798,103949,33.9092802,-118.0849169
299,"Rialto city, California","99,171",99103,99329,100563,101278,101547,102031,102485,102896,103234,103232,103526,34.1064001,-117.3703235
300,"Las Cruces city, New Mexico","97,618",97706,98284,100212,101045,101238,101192,101113,101313,101963,102812,103432,32.3140354,-106.7798078
301,"Chico city, California","86,187",86798,86783,87269,87915,88362,89491,90369,91564,93066,94342,103301,39.7284945,-121.8374777
302,"El Cajon city, California","99,478",99584,99823,100795,101537,102303,102789,103230,103527,103468,103041,102708,32.7947731,-116.9625269
303,"Burbank city, California","103,340",103357,103351,103732,104077,104355,104405,104472,104097,104174,103349,102511,34.1816482,-118.3258554
304,"South Bend city, Indiana","101,168",101249,101197,101224,101056,101226,101489,101687,101996,102021,101971,102026,41.6833813,-86.2500066
305,"Renton city, Washington","90,927",91912,92351,94131,95941,97090,98588,100455,101513,101981,101787,101751,47.4799078,-122.2034496
306,"Vista city, California","93,834",93186,93401,94355,95307,96211,96999,99623,100746,100740,100784,101638,33.2000368,-117.2425355
307,"Davenport city, Iowa","99,685",99701,99678,100302,101165,102053,102471,102534,102456,102310,101918,101590,41.5236436,-90.5776368
308,"Edinburg city, Texas","77,100",82018,82504,84796,86263,88355,90342,91780,92776,95427,98036,101170,26.3013982,-98.1624501
309,"Tuscaloosa city, Alabama","90,468",90275,90456,90913,92307,93886,95688,97576,98428,99629,100190,101129,33.2095614,-87.5675258
310,"Carmel city, Indiana","79,191",83887,84508,86508,88566,90947,91569,92998,96114,97400,99143,101068,39.9788017,-86.1189257
311,"Spokane Valley city, Washington","89,755",89745,90047,90665,90659,91240,92569,94163,95652,97570,99308,101060,47.6571104,-117.2613936
312,"San Angelo city, Texas","93,200",93221,93626,94532,95841,97057,98567,99704,99790,99678,100009,101004,31.4648357,-100.4398442
313,"Vacaville city, California","92,428",92422,92557,93225,93660,94023,95394,96224,97994,99604,99949,100670,38.3565773,-121.9877444
314,"Bend city, Oregon","76,639",76660,76663,77575,78617,80906,83526,86277,90665,94557,97620,100421,44.0581728,-121.3153096
315,"Kenosha city, Wisconsin","99,218",99279,99397,99560,99859,99704,99728,99479,99388,99785,99908,99944,42.5846773,-87.8212263
316,"Boca Raton city, Florida","84,392",84409,85158,86460,87646,89689,91276,93498,96427,98236,99351,99805,26.3586885,-80.0830984
317,"Lee's Summit city, Missouri","91,364",91368,91526,91920,92376,92968,93727,94871,96034,97169,98522,99357,38.9107156,-94.3821295
318,"Nampa city, Idaho","81,557",81879,81998,82716,83941,86377,87894,89527,91114,93707,96213,99277,43.589657,-116.563509422106
319,"Rio Rancho city, New Mexico","87,521",87387,87977,89499,90444,91334,91963,93116,94511,96285,97982,99178,35.269381,-106.632819
320,"South Fulton city, Georgia","(X)",85589,86142,88696,91019,91757,92494,93516,95264,96078,97278,99155,33.5902659,-84.6712292
321,"Roanoke city, Virginia","97,032",96910,96720,96782,98011,98849,99427,99669,99337,98986,99009,99143,37.2654146,-79.9775344
322,"Beaverton city, Oregon","89,803",89725,90100,91569,92558,93279,94714,95863,97738,97824,98775,99037,45.4871723,-122.80378
323,"Yuma city, Arizona","93,064",90717,91328,94241,93701,92998,93624,94155,95259,96399,97648,98285,32.665135,-114.476031572498
324,"Lawrence city, Kansas","87,643",87918,88232,89301,90118,91348,92881,94207,95655,96637,97187,98193,38.9719384,-95.2359496
325,"Orem city, Utah","88,328",88328,88722,89605,90578,91318,91362,93777,96902,97674,97430,97828,40.2971825,-111.694943
326,"Longmont city, Colorado","86,270",86327,86440,87691,88903,90221,90623,92280,93269,94637,96536,97261,40.1672117,-105.1019287
327,"San Marcos city, California","83,781",83631,83926,85001,86816,89423,92372,93199,94932,95614,96480,96664,33.1433723,-117.1661449
328,"Albany city, New York","97,856",97845,97753,97956,98409,98488,98366,98232,97941,97735,97011,96460,42.6511674,-73.754968
329,"Sandy city, Utah","87,461",90180,90227,91076,91929,92599,93341,94537,96444,96406,96737,96380,40.5916147,-111.8841013
330,"Concord city, North Carolina","79,066",79389,79571,80725,82134,83416,85395,87490,89763,92164,94192,96341,35.4094178,-80.5800049
331,"Federal Way city, Washington","89,306",89295,89556,90664,91913,92632,93421,95254,97131,97274,96726,96289,47.313494,-122.3393103
332,"Hesperia city, California","90,173",90100,90279,91168,91568,91777,92071,92653,93251,94473,95013,95750,34.4263886,-117.3008784
333,"Brockton city, Massachusetts","93,810",93767,93809,94117,94050,94361,94858,95425,95441,95682,95723,95708,42.0834335,-71.0183787
334,"Compton city, California","96,455",96404,96442,96933,97350,97600,97634,97639,97281,97047,96348,95605,33.894927,-118.226624
335,"Flint city, Michigan","102,434",102266,102035,101256,100233,99479,98617,97823,97110,96460,95926,95538,43.0161693,-83.6900211
336,"Erie city, Pennsylvania","101,786",101738,101719,101511,101290,100532,99714,99030,98211,97214,96298,95508,42.1294712,-80.0852695
337,"New Bedford city, Massachusetts","95,072",95071,95059,94896,94998,95065,95121,95128,95135,95083,95371,95363,41.6362152,-70.934205
338,"Fishers city, Indiana","76,794",77293,77832,80503,82389,84416,86865,88656,89809,91606,93407,95310,39.9555928,-86.0138729
339,"Sunrise city, Florida","84,439",84306,84548,86303,88582,89757,90661,91928,93668,94274,95219,95166,26.1666888,-80.2787573
340,"Roswell city, Georgia","88,346",88332,88794,90902,93210,93661,93597,93827,94549,94699,94665,94763,34.02332,-84.360022
341,"Menifee city, California","77,519",77382,77929,79665,81026,83045,84522,86411,88057,90104,92249,94756,33.6864432,-117.1770437
342,"Tracy city, California","82,922",83423,83620,84302,84727,84872,85713,86953,89181,90701,91818,94740,37.7385507,-121.4201395
343,"Plantation city, Florida","84,955",84883,85331,86874,87928,90051,90968,91904,92767,93824,94019,94580,26.1275862,-80.2331036
344,"Quincy city, Massachusetts","92,271",92262,92457,92544,92973,93470,93685,93766,94130,94322,94403,94470,42.2509914,-71.0037374
345,"Portsmouth city, Virginia","95,535",95526,95451,95748,96480,96075,95829,96336,95165,94838,94750,94398,36.8444196,-76.3532998
346,"Mission Viejo city, California","93,305",93103,93225,94020,94627,96003,96622,96543,96149,95551,94925,94381,33.5965685,-117.659405
347,"Chino city, California","77,983",78069,78644,79591,79949,80799,84296,85169,87468,89601,91356,94371,34.0133561,-117.690075
348,"Lynn city, Massachusetts","90,329",90324,90532,90709,91437,92025,92565,93057,93185,93915,94336,94299,42.466763,-70.9494939
349,"Edmond city, Oklahoma","81,405",81130,81451,82910,84877,86926,88599,90118,91388,91700,92893,94054,35.6571367,-97.4649038
350,"Dearborn city, Michigan","98,153",98146,97849,97173,96878,96065,95973,95488,95052,94708,94379,93932,42.3222599,-83.1763145
351,"Livonia city, Michigan","96,942",96857,96627,96142,95921,95239,95229,94843,94507,94237,94019,93665,42.36837,-83.3527097
352,"Yakima city, Washington","91,067",91273,91637,92605,92654,92713,92790,92953,93429,93500,93548,93637,46.601557,-120.5108421
353,"South Gate city, California","94,396",94412,94434,94591,94577,94674,94741,95597,95245,94848,94135,93444,33.9463456,-118.200981
354,"Greenville city, North Carolina","84,554",84711,85096,86269,87625,88847,89242,90499,90966,92008,92689,93400,35.613224,-77.3724593
355,"Lawton city, Oklahoma","96,867",96867,97849,98208,98415,96977,96660,95965,94117,94009,92945,93025,34.6086854,-98.3903305
356,"Kirkland city, Washington","48,787",80585,80866,82036,83358,84455,85971,87312,87990,89010,89909,93010,47.6859573,-122.1920249
357,"Asheville city, North Carolina","83,393",83420,83459,84457,85321,86355,87837,89374,91123,91748,92630,92870,35.6009498,-82.5540161
358,"Deltona city, Florida","85,182",85131,85096,84979,85139,85583,86295,87728,89314,90586,91718,92757,28.9005446,-81.2636738
359,"Redding city, California","89,861",89857,89895,90180,90397,90773,91120,90963,91203,91525,91606,92590,40.5863563,-122.3916754
360,"Bellingham city, Washington","80,885",81205,81297,81859,82299,82593,83386,84998,86954,89031,90464,92314,48.7544012,-122.4788361
361,"Suffolk city, Virginia","84,585",84565,84813,84750,85251,85751,86882,88079,89194,90108,90975,92108,36.7427673,-76.6241825
362,"Indio city, California","76,036",79166,79665,81046,82250,83358,85127,86917,88196,89438,90970,91765,33.743765,-116.223315249664
363,"Mount Pleasant town, South Carolina","67,843",68360,68509,69807,72172,74906,77937,81617,84476,87295,89869,91684,32.8807178,-79.7880344
364,"Carson city, California","91,714",91711,91599,91690,92162,92535,92684,92752,92572,92193,91626,91394,39.167718,-119.723438085736
365,"Santa Barbara city, California","88,410",88380,88468,88605,89285,90082,90815,91275,91518,91517,91203,91364,34.4221319,-119.7026673
366,"Conroe city, Texas","56,207",65392,65731,67352,69662,70676,73779,76322,82068,84809,87578,91079,30.3118769,-95.4560512
367,"Westminster city, California","89,701",89619,89772,90710,91223,91624,91555,91582,91510,91176,90742,90643,33.7578725,-117.9859054
368,"Santa Monica city, California","89,736",89742,89759,90476,91327,92050,92087,92422,92176,91747,91106,90401,34.0194704,-118.4912273
369,"New Braunfels city, Texas","57,740",57676,58059,59319,60885,63025,65902,70133,73351,78902,84495,90209,29.7028266,-98.1257348
370,"Livermore city, California","80,968",81426,81599,82589,83831,85448,87017,88248,89572,90137,90253,90189,37.6820583,-121.7680531
371,"Palm Coast city, Florida","75,180",75199,75499,76641,77363,78409,80027,81938,84155,86146,87660,89800,29.5541432,-81.2207673
372,"St. George city, Utah","72,897",72759,72837,73789,75010,76275,77942,79574,81696,84547,87113,89587,37.104153,-113.5841313
373,"Fall River city, Massachusetts","88,857",88865,88882,88827,88852,88992,89148,89258,89287,89298,89630,89541,41.7010642,-71.1546367
374,"Nashua city, New Hampshire","86,494",86475,86567,86809,86927,87324,87651,88271,88648,88990,88871,89355,42.7656251,-71.4677032
375,"Champaign city, Illinois","81,055",81246,81405,82330,83202,84112,84953,86218,87244,87839,87994,88909,40.1164205,-88.2433829
376,"Miami Beach city, Florida","87,779",87380,87722,88713,89566,90152,90184,90570,90652,90642,89808,88885,25.7929198,-80.1353006
377,"Norwalk city, Connecticut","85,603",85612,85956,86611,87257,87728,88023,88248,88441,88357,89061,88816,41.1175966,-73.4078968
378,"San Leandro city, California","84,950",84977,85119,85921,86976,88074,89195,90538,90706,90418,89713,88815,37.7249296,-122.1560768
379,"O'Fallon city, Missouri","79,329",79597,79964,81184,82136,83136,84221,85061,86449,87523,88364,88673,38.7910374,-90.7039107
380,"Newton city, Massachusetts","85,146",85089,85373,85827,87029,87479,88269,88588,88569,88836,88641,88414,42.3370414,-71.2092214
381,"Reading city, Pennsylvania","88,082",87994,88040,88195,88141,88264,88171,88047,88128,88134,88542,88375,40.335345,-75.9279495
382,"Avondale city, Arizona","76,238",76132,76232,77279,78718,79745,80726,81924,83288,84742,85715,87931,33.4355977,-112.349602
383,"Fort Smith city, Arkansas","86,209",86266,86291,87205,87624,87385,87131,87677,87561,87834,87720,87891,35.3872218,-94.4248983
384,"Citrus Heights city, California","83,301",83184,83273,83781,84308,84924,85665,86543,87179,87675,87707,87796,38.7071247,-121.2810611
385,"Ogden city, Utah","82,825",82887,83100,83312,83874,84180,84406,85295,86742,87061,87202,87773,41.2230048,-111.9738429
386,"Fayetteville city, Arkansas","73,580",73580,73962,75604,76969,78652,80417,82332,83620,85587,86615,87590,36.0625843,-94.1574328
387,"Fort Myers city, Florida","62,298",62305,62503,63818,65504,67802,70449,73470,76752,80015,82229,87103,26.640628,-81.8723084
388,"Goodyear city, Arizona","65,275",65261,65502,66589,67822,70392,72346,74815,77412,79945,82873,86840,33.4353672,-112.3576005
389,"Bryan city, Texas","76,201",76226,76517,77196,77832,78939,80667,82052,83171,84188,84817,86276,30.6743643,-96.3699632
390,"Waukegan city, Illinois","89,078",89115,89167,88998,88799,88897,88791,88369,88157,87615,86680,86075,42.3636331,-87.8447938
391,"Hawthorne city, California","84,293",84290,84295,84922,85359,85863,86740,87669,87685,87308,86671,86068,33.9188589,-118.3483256
392,"Redwood City city, California","76,815",76817,77010,77970,79188,81034,82741,85274,85293,86394,86105,85925,37.4863239,-122.232523
393,"Hoover city, Alabama","81,619",80823,80953,81617,82952,83581,84005,84592,84895,85235,85517,85768,33.3864655,-86.782479228852
394,"Bloomington city, Indiana","80,405",80293,80612,81497,82160,82457,83162,83596,84387,84837,85139,85755,39.1670396,-86.5342881
395,"Duluth city, Minnesota","86,265",86266,86191,86239,86162,86045,86095,85985,86084,85979,85856,85618,46.7729322,-92.1251218
396,"Lake Forest city, California","77,264",77445,77552,78299,78727,79112,79678,81964,83019,83878,85381,85531,33.6469261,-117.6859213
397,"Hemet city, California","78,657",78630,79090,80226,81033,81718,82541,83305,84121,84809,85148,85334,33.7475203,-116.9719684
398,"Whittier city, California","85,331",85313,85319,85633,85968,86326,86482,86705,86600,86326,85791,85098,33.9708782,-118.0308396
399,"Clifton city, New Jersey","84,136",84117,84169,84690,84695,84898,85141,85240,85192,85267,85251,85052,40.8584328,-74.1637553
400,"Largo city, Florida","77,648",79439,79372,79480,79738,80422,80852,81903,84088,84686,84937,84948,27.9094665,-82.7873244
401,"Bloomington city, Minnesota","82,893",82893,83036,83937,84867,85078,85052,85190,85459,85588,85474,84943,44.8322405,-93.3204872
402,"Danbury city, Connecticut","80,893",80893,81308,82085,82777,83577,83681,84200,84927,84616,84675,84694,41.39508,-73.4752906140116
403,"Santa Fe city, New Mexico","67,947",80871,81012,81706,82144,82584,82824,83117,83515,83954,84211,84683,35.6876096,-105.9384569
404,"Johns Creek city, Georgia","76,728",76638,77090,79218,81852,82455,82743,82980,83930,84282,84320,84579,34.0181557,-84.190196
405,"Newport Beach city, California","85,186",85211,85329,86073,86522,86877,86688,86585,86510,85740,85074,84534,33.6170092,-117.9294401
406,"Kennewick city, Washington","73,917",73994,74447,75585,75930,76579,77339,78724,80081,81621,82696,84347,46.2087066,-119.1199192
407,"Mission city, Texas","77,058",77695,78118,79728,80920,81486,82167,82823,83257,83576,83958,84331,26.2159066,-98.3252932
408,"Milpitas city, California","66,790",66820,66729,67124,68862,69944,73560,77485,77829,77874,80208,84196,37.4282724,-121.9066238
409,"Troy city, Michigan","80,980",80972,81020,81649,82271,83007,83399,83496,84092,84187,84111,84092,42.6055893,-83.1499304
410,"Chino Hills city, California","74,799",74792,74963,75639,76042,76285,76509,77826,78452,80115,83239,83853,33.9926803,-117.760056
411,"Alhambra city, California","83,089",83119,83160,83594,84120,84337,84786,84843,85221,84878,84373,83750,34.093042,-118.12706
412,"Merced city, California","78,958",78958,79131,79705,80231,80703,81120,81775,82232,82589,83113,83676,37.1641544,-120.7678602
413,"Trenton city, New Jersey","84,913",84959,85004,84854,84631,84503,84042,83519,83313,83497,83604,83203,40.2170575,-74.7429463
414,"Franklin city, Tennessee","62,487",62569,62820,64357,66359,68876,70620,72573,74695,78265,81027,83097,35.925206,-86.8689419
415,"Medford city, Oregon","74,907",74992,75043,75617,76153,76840,77763,78990,80174,81191,82333,83072,42.3264181,-122.8718605
416,"Melbourne city, Florida","76,068",76217,76363,76537,76854,77393,78276,79323,80656,81822,82603,83029,28.106471,-80.6371513
417,"Manteca city, California","67,096",67348,67733,69244,70884,71761,73157,75088,76831,79079,81603,83028,37.7986184,-121.2117148
418,"Mountain View city, California","74,066",74008,74236,75108,76507,77955,79150,80345,80821,81189,83168,82739,37.3893889,-122.0832101
419,"Sioux City city, Iowa","82,684",82693,82858,83096,82689,82608,82534,82669,82748,82234,82380,82651,42.4966815,-96.4058782
420,"Lynchburg city, Virginia","75,568",75534,75548,76584,77269,77940,78141,79134,79710,80523,81309,82168,37.391254,-79.1335347
421,"Buena Park city, California","80,530",80619,80792,81553,82045,82717,82621,82770,82988,82619,82187,81788,33.870413,-117.9962165
422,"Pleasanton city, California","70,285",70280,70381,71133,72098,74026,77454,79265,82330,82831,82357,81777,37.6624312,-121.8746789
423,"Longview city, Texas","80,455",80423,80565,81024,81190,81249,81253,81717,81378,80980,81191,81631,32.5007031,-94.74049
424,"Westland city, Michigan","84,094",84150,83959,83518,83334,82659,82628,82321,82115,81940,81752,81511,42.3238056,-83.4005321
425,"Auburn city, Washington","70,180",70301,70560,71748,73474,74924,76198,77479,78725,81333,81789,81464,47.3075369,-122.2301808
426,"Cranston city, Rhode Island","80,387",80627,80757,80881,81066,81033,81248,81306,81221,81022,81335,81456,41.7809588,-71.4371257
427,"Somerville city, Massachusetts","75,754",75701,75877,76710,77620,78573,78991,79715,80936,81204,81357,81360,42.3875968,-71.0994968
428,"Folsom city, California","72,203",72147,72110,72542,73042,72782,74950,75935,76999,77798,78842,81328,38.6779591,-121.1760583
429,"Springdale city, Arkansas","69,797",70800,71129,72453,73712,75121,76238,77524,78737,79819,80907,81125,36.1867442,-94.1288142
430,"Deerfield Beach city, Florida","75,018",75008,75178,76504,77395,78002,78565,79334,79972,80525,80666,81066,26.318342,-80.0996306
431,"Warwick city, Rhode Island","82,672",82689,82643,82049,81700,81548,81710,81142,81027,80820,80966,81004,41.7002024,-71.4161108
432,"Cicero town, Illinois","83,891",84241,84267,84438,84569,84601,84397,83884,83219,82399,81477,80796,41.76591635,-87.7411067306332
